Id,Ime_ucenika,Prezime_ucenika,Datum_rodjenja_ucenika,OIB,Ime_oca,Adresa_ucenika,Postanski_broj,Mjesto,Naziv_zupanije,Naziv_skole,Adresa_skole,Broj_razreda,Slovo_razreda,Naziv_predmeta,Broj_sati_tjedno,Ime_nastavnika,Prezime_nastavnika,Datum_rodjenja_nastavnika,Pocetak_rada,Kraj_rada,Naziv_zvanja,Broj_ocjene
586,Arlen,Seer,2009-09-01,83539336205,Riley,684 Ridgeview Junction,77000,San Fernando,Splitsko-dalmatinska,Gimnazija Cvijet,809 Springview Road,1,G,Medicine,3,Dion,Serris,2026-05-05,2025-08-01,,Docent,4
587,Consuelo,Trousdell,2009-02-03,40886527137,Lynn,326 Melby Crossing,20000,Kiloloran,Dubrovačko-neretvanska,Osnovna škola Asteroid,1 Mallory Drive,2,H,Anthropology,2,Rickie,Troppmann,2026-02-05,2026-06-12,,Profesor emeritus,2
588,Genia,McCrae,2012-03-06,95127894168,Bartlett,8 Manley Trail,35000,Kamloops,Zadarska,Srednja škola Ljeto,6197 Hudson Avenue,2,D,Environmental Science,4,Burton,Tomkin,2025-11-11,2026-06-03,,Profesor emeritus,3
589,Mommy,Zukerman,2010-06-22,61581222244,Bogey,6444 Manufacturers Center,11000,Duayaw Nkwanta,Vukovarsko-srijemska,Osnovna škola Crna rupa,1 Hansons Center,1,C,Medicine,5,Hayes,Giorgio,2026-07-24,2026-03-10,,Assistant professor,3
590,Gibby,Wickins,2011-06-23,45234289056,Barth,46 Darwin Trail,35000,Saint Cloud,Vukovarsko-srijemska,Osnovna škola Planina,85304 Monument Junction,3,I,Veterinary,5,Nicola,Bagshaw,2025-12-29,2026-06-13,,Profesor emeritus,4
591,Dud,Cleyburn,2011-08-23,58790292333,Forest,1 Killdeer Park,12345,Larap,Istarska,Osnovna škola Asteroid,3 Bellgrove Point,4,H,Accounting,2,Sal,Bahlmann,2026-05-04,2026-01-10,,Associate professor,1
592,Morgan,Suggate,2008-04-09,97297201739,Lucien,845 Sachs Avenue,44500,Petrodvorets,Zadarska,Osnovna škola Zima,81 Waubesa Hill,3,E,Political Science,5,Maryl,Plaide,2026-03-24,2026-03-17,,Profesor emeritus,3
593,Kalle,Della,2012-09-12,27392901250,Ches,0 Bartelt Alley,66000,Koten,Karlovačka,Osnovna škola Rijeka,2 Schmedeman Lane,3,F,Art,1,Theodosia,Davidek,2025-10-12,2025-09-09,,Associate professor,3
594,Sandra,Carbine,2012-08-16,57635449400,Feodor,6 Harbort Circle,66000,Khakhea,Brodsko-posavska,Gimnazija Cvijet,19271 Doe Crossing Crossing,3,J,Environmental Science,4,Reade,Lehrahan,2025-12-02,2026-01-10,,Lecturer,3
595,Abbi,Dilgarno,2008-04-29,41228705160,Goober,23191 Jay Way,55600,La Libertad,Požeško-slavonska,Osnovna škola Asteroid,54 Sauthoff Park,3,C,Sociology,2,Hobard,Feehery,2025-08-16,2026-07-11,,Visiting professor,4
596,Kathrine,Swedeland,2012-03-25,43825842312,Rogers,26 Barnett Lane,11000,Vathýlakkos,Međimurska,Tehnička škola Jupiter,7 Summit Parkway,3,I,Law,4,Trefor,Cristofol,2025-09-19,2025-11-04,,Docent,1
597,Ashlie,Marcinkowski,2012-08-20,38456716644,Krishna,1 Del Sol Way,44500,Pentéli,Brodsko-posavska,Tehnička škola Sunčev sustav,06 Elgar Crossing,2,B,Veterinary,4,Matty,Wilber,2026-06-17,2025-11-11,,Docent,4
598,Herold,Palfree,2012-09-08,73863316060,Arvie,870 Anhalt Circle,20000,Thiers,Vukovarsko-srijemska,Srednja škola Mjesec,3028 Golf Junction,3,A,Business,4,Cindie,Reddell,2026-07-30,2026-07-16,,Lecturer,3
599,Gina,Bedford,2010-07-15,56551513398,Damien,3 Welch Drive,88000,Skhodnya,Varaždinska,Gimnazija Cvijet,207 Delaware Circle,3,C,Sociology,3,Peyter,Thomassin,2026-04-24,2025-11-15,,Research professor,1
600,Jeniffer,Rutigliano,2010-06-11,26071787579,Garey,2 Old Gate Junction,77800,Dangbigih,Sisačko-moslavačka,Srednja škola Brdo,5933 Buhler Drive,1,C,Political Science,3,Antony,Everson,2025-11-05,2026-06-02,,Profesor emeritus,3
601,Tasia,Abernethy,2012-11-06,46836166358,Ezequiel,39851 Eliot Parkway,66700,Roche-à-Bateau,Dubrovačko-neretvanska,Gimnazija Cvijet,69278 Loftsgordon Pass,3,E,Architecture,2,Merell,Varley,2026-04-18,2025-12-11,,Predavac,5
602,Cassey,Mirfin,2009-05-13,27651682665,Salvador,085 Cordelia Court,66000,Paris 16,Šibensko-kninska,Tehnička škola Svemir,0 Warbler Circle,1,G,Political Science,1,Chariot,Cotgrave,2025-09-22,2026-03-12,,Research professor,2
603,Finn,Feldbrin,2012-01-11,96318044214,Binky,9131 Elka Crossing,54321,Esplanada,Krapinsko-zagorska,Osnovna škola Univerzum,0 Ridgeway Drive,2,E,Veterinary,1,Oriana,De Vere,2025-10-09,2026-06-18,,Associate professor,4
604,Hedy,Lorenzini,2008-01-26,59897442959,Arty,4093 Del Sol Place,77000,Sidi Moussa,Koprivničko-križevačka,Gimnazija Cvijet,5026 Sloan Plaza,2,A,Sociology,4,Brien,Kempe,2025-11-08,2025-10-12,,Assistant professor,2
605,Bee,Sankey,2011-05-25,23432182249,Ryon,802 Weeping Birch Parkway,54321,Santiago de Cuba,Bjelovarsko-bilogorska,Srednja škola Mjesečina,3451 Browning Trail,2,A,Political Science,3,Hillel,Arden,2025-11-28,2026-03-14,,Research professor,3
606,Emalia,Masterman,2010-09-03,93762672773,Charley,08 Butternut Parkway,88900,Tabuny,Pazinska,Gimnazija Cvijet,2619 Golf Road,2,B,Astronomy,2,Sasha,Creeber,2026-05-17,2026-04-23,,Research professor,2
607,Maxie,D'Avaux,2008-12-13,49717492191,Sayer,5 Golf View Court,22300,Avignon,Zagrebačka,Osnovna škola Saturn,89001 Forster Street,1,H,Biology,3,Lurlene,Stickney,2026-01-27,2025-08-31,,Predavac,4
608,Keefer,Guillot,2012-05-23,51722025455,Rory,5714 Toban Trail,44000,Virovitica,Lika-senjska,Srednja škola Otok,22 Thierer Circle,1,E,English,2,Justus,Scottesmoor,2026-06-01,2026-05-04,,Visiting professor,4
609,Cyndia,Brauner,2010-07-04,36148326241,Levin,6 Browning Avenue,44000,Zelmeņi,Međimurska,Srednja škola More,53629 Clyde Gallagher Place,3,F,Marketing,1,Jefferson,Borthe,2025-12-23,2026-07-15,,Assistant professor,4
610,Barry,Pipe,2012-12-08,68555237087,Yard,857 Anhalt Point,54321,Poyang,Zadarska,Umjetnička škola Sunce,30285 Trailsway Terrace,2,E,Sociology,3,Lorilyn,Mellody,2026-05-01,2026-04-22,,Profesor emeritus,2
611,Antonio,D'Orsay,2009-10-07,54466084167,Brockie,5125 Sunbrook Drive,44000,Tekikbanyuurip,Osječko-baranjska,Gimnazija Zvijezda,4756 Northfield Circle,4,C,Physical Education,2,Emilee,Cainey,2026-01-26,2026-07-23,,Assistant professor,1
612,Elroy,Jemmett,2012-05-24,38715430259,Erich,761 Jay Point,99000,La Salud,Zadarska,Srednja škola Mjesečina,374 Meadow Vale Center,4,J,Engineering,3,Otto,Antunes,2026-07-11,2026-03-16,,Lecturer,3
613,Etta,Albery,2012-05-19,79335176332,Urson,9744 Karstens Alley,20000,Gualeguay,Bjelovarsko-bilogorska,Tehnička škola Jupiter,73 Kim Junction,1,G,Physics,4,Jerri,Willatts,2025-08-09,2026-05-16,,Predavac,4
614,Emmet,Crunden,2011-03-15,21276728414,Michele,1 Mayer Park,33400,Katsina,Vukovarsko-srijemska,Osnovna škola Planeta X,35749 Express Crossing,1,H,Sociology,1,Emery,Cawdell,2026-02-19,2026-03-28,,Predavac,4
615,Branden,Arcase,2011-10-03,37047424330,Elvis,47784 Bunting Junction,66000,Roubaix,Šibensko-kninska,Osnovna škola Cvijet,52 Rowland Pass,3,B,Geography,2,Genovera,Briant,2026-04-23,2025-12-17,,Associate professor,5
616,Pearl,Clausen-Thue,2012-01-04,11281502452,Nester,3117 Westridge Court,33400,Zhenqian,Karlovačka,Srednja škola Proljeće,6 Messerschmidt Place,4,C,Mathematics,3,Brett,Rawsthorne,2025-10-20,2025-11-26,,Asistent,3
617,Chas,Crockford,2009-02-27,34999650488,Fabiano,4345 Summer Ridge Pass,11200,Oxapampa,Međimurska,Osnovna škola Cvijet,09 Nova Crossing,4,F,Psychology,4,Laurene,Franiak,2026-06-24,2026-03-08,,Asistent,1
618,Tamar,Brooksbie,2009-02-27,15516702903,Adrien,11 Laurel Pass,44500,Sudzha,Vukovarsko-srijemska,Srednja škola Otok,77100 Carpenter Circle,3,G,Philosophy,4,Daphne,Glentworth,2026-05-14,2026-06-18,,Research professor,2
619,Carling,Seres,2008-10-10,43429795174,Palm,28 Green Point,66700,Itsandra,Brodsko-posavska,Osnovna škola Saturn,988 Kings Crossing,1,H,Philosophy,4,Yancy,Hiddy,2026-07-06,2026-06-24,,Predavac,4
620,Elisha,Mountcastle,2010-02-14,33533148912,Orren,147 Clove Point,66700,Nyahururu,Istarska,Tehnička škola Oblak,70 Mayer Drive,1,A,Marketing,3,Blaine,Manson,2026-03-20,2025-11-30,,Docent,3
621,Rodrigo,Tarling,2011-06-03,14030842350,Llewellyn,255 Florence Point,20000,Beiyang,Varaždinska,Umjetnička škola Oblak,95 Bay Place,1,F,Chemistry,5,Lissa,Benzie,2026-03-31,2026-02-20,,Profesor emeritus,4
622,Merilyn,Maraga,2011-03-04,21368941704,Trumaine,9 Shoshone Street,88000,Nässjö,Bjelovarsko-bilogorska,Umjetnička škola Oblak,046 Acker Parkway,3,A,Chemistry,2,Hulda,Carling,2025-11-10,2025-08-25,,Adjunct professor,2
623,Stevana,Mahaddy,2010-08-13,63043936661,Wilfred,4192 Kingsford Terrace,66700,Cerro Blanco,Krapinsko-zagorska,Osnovna škola Saturn,9679 Thackeray Court,2,H,History,1,Abran,Patterson,2026-01-13,2026-03-11,,Associate professor,3
624,Julie,Raoult,2011-11-15,52075703691,Mikey,37450 Cherokee Road,22300,Hulu,Vukovarsko-srijemska,Osnovna škola Zvijezda,783 Bartelt Street,3,E,English,5,Shellysheldon,Cufley,2026-04-15,2026-03-09,,Assistant professor,4
625,Olin,Janos,2010-04-22,30482981077,Duffie,170 Pearson Plaza,55600,Igarapé Açu,Varaždinska,Srednja škola Supernova,452 Ohio Place,2,I,Engineering,3,Tad,McKee,2026-06-10,2025-12-13,,Asistent,1
626,Winfred,Caen,2008-11-22,34742639422,Noak,66737 Commercial Plaza,44000,Olejet,Zagrebačka,Tehnička škola Sunčev sustav,7510 Vernon Place,3,C,Chemistry,3,Mufinella,O'Docherty,2025-08-19,2026-07-27,,Visiting professor,4
627,Sybila,Rishbrook,2012-04-21,25733530021,Sherm,435 Kings Junction,55600,Sucha,Šibensko-kninska,Osnovna škola Cvijet,22 Huxley Terrace,3,J,Nursing,5,Elias,McFee,2026-05-20,2025-11-01,,Research professor,1
628,Patrick,MacConchie,2008-07-15,65592169373,Niccolo,930 Shasta Court,55600,Hong’an Chengguanzhen,Sisačko-moslavačka,Srednja škola Supernova,927 Monterey Terrace,4,F,Computer Science,4,Andrej,Newell,2025-08-09,2025-08-12,,Adjunct professor,4
629,Ruggiero,Van T'Hoog,2011-09-06,41178935627,Marion,9 Anthes Parkway,44000,Shemonaīkha,Vukovarsko-srijemska,Osnovna škola Trava,2806 Leroy Trail,3,B,English,2,Tomas,Goudge,2026-01-03,2026-07-18,,Visiting professor,2
630,Aubrette,Burgis,2008-07-25,57655293193,Pascale,65 Sunnyside Parkway,77800,Bharatpur,Varaždinska,Tehnička škola Sunčev sustav,276 Crownhardt Street,4,I,Chemistry,4,Rube,Suff,2026-03-28,2026-06-22,,Visiting professor,3
631,Danica,Raselles,2009-04-06,25915390490,Brannon,105 Bunker Hill Road,11200,Barra Velha,Sisačko-moslavačka,Srednja škola More,2920 Cascade Road,1,A,History,5,Eddie,Billborough,2026-02-03,2025-09-29,,Associate professor,2
632,Verla,Kinavan,2009-05-10,67627886132,Willey,73905 Spenser Court,99000,Tokār,Dubrovačko-neretvanska,Osnovna škola Snijeg,32 Darwin Street,1,C,Dentistry,3,Omar,Vigurs,2025-10-19,2025-09-01,,Asistent,4
633,Fidole,Wythe,2012-06-02,29947396776,Fielding,77840 Bobwhite Road,12345,Jilili,Istarska,Osnovna škola Snijeg,37062 Dawn Drive,1,F,Law,1,Patrice,Graeber,2025-11-10,2026-07-18,,Docent,1
634,Melany,Muggleston,2010-08-10,66307396207,Franzen,850 Dapin Avenue,77800,Wotsogo,Karlovačka,Osnovna škola Zvijezda,31889 Bluestem Circle,3,E,Accounting,3,Sarah,McAvin,2026-03-30,2025-12-04,,Visiting professor,3
635,Eolanda,Clinkard,2011-01-20,43815719228,Craig,56 Beilfuss Drive,77000,Hengxianhe,Vukovarsko-srijemska,Tehnička škola Val,8 Eastwood Avenue,3,G,Biology,4,Alejandrina,Lindeboom,2026-02-13,2025-11-13,,Associate professor,2
636,Ebonee,Cristofari,2009-08-13,77837562239,Emory,14479 Gulseth Parkway,55600,Landim,Brodsko-posavska,Osnovna škola Asteroid,3 Bowman Terrace,1,E,Geography,2,Isadora,MacDonnell,2025-12-06,2025-10-27,,Lecturer,2
637,Lance,Kerner,2011-03-16,10952087694,Klaus,5730 Fuller Street,35000,José Bonifácio,Sisačko-moslavačka,Umjetnička škola Mjesec,83 Beilfuss Point,3,J,Biology,2,Aloysia,Decent,2026-01-13,2026-06-06,,Lecturer,4
638,Niko,Dael,2009-09-07,37597511617,Joshia,0650 Marquette Terrace,11200,Hollola,Međimurska,Srednja škola Meteor,35657 Almo Trail,3,J,Nursing,5,Letitia,Luck,2025-09-26,2025-08-20,,Assistant professor,5
639,Dyane,Meysham,2010-02-23,44435667222,Jodie,62 Di Loreto Plaza,44500,Qabaqçöl,Lika-senjska,Osnovna škola Pustinja,84 Dorton Street,3,C,Physical Education,1,Nell,Mushawe,2026-06-07,2025-09-29,,Predavac,1
640,Dulcine,Burdis,2010-09-29,15542771407,Tobin,7 Di Loreto Plaza,99000,Taketoyo,Sisačko-moslavačka,Osnovna škola Asteroid,18491 Miller Hill,3,I,Architecture,1,Urbain,Dickson,2025-11-23,2025-08-19,,Predavac,4
641,Lindi,Lockless,2009-07-26,74996058502,Chauncey,932 Transport Avenue,88900,Erie,Istarska,Osnovna škola Rijeka,51345 Marcy Parkway,3,E,Music,2,Abdul,Sich,2025-11-26,2025-11-10,,Assistant professor,2
642,Scotti,Jefferies,2011-02-23,62614541985,Chandler,5 Prairie Rose Pass,66700,Lebedinovka,Sisačko-moslavačka,Tehnička škola Kiša,655 Melvin Terrace,4,C,Accounting,2,Lori,McLurg,2026-01-06,2025-10-17,,Assistant professor,5
643,Elvira,Lawry,2008-04-17,72474955435,Tuckie,63 Maryland Center,99000,Honghe,Dubrovačko-neretvanska,Osnovna škola Cvijet,95812 Burrows Pass,3,E,Environmental Science,4,Karl,Schoales,2025-09-08,2026-05-11,,Profesor emeritus,3
644,Deeanne,Deplacido,2009-10-15,82535495428,Broderick,73 Red Cloud Parkway,35000,Tubualá,Karlovačka,Osnovna škola Voda,8693 Eliot Plaza,2,I,Literature,4,Giraldo,O'Brollachain,2025-12-31,2025-08-21,,Lecturer,1
645,Sibby,Seawright,2010-10-13,83420927177,Brand,62 Grim Trail,99000,Pergamos,Varaždinska,Gimnazija Vjetar,860 Fremont Drive,4,D,Music,4,Thacher,Varvara,2025-12-15,2026-07-04,,Docent,2
646,Gauthier,Sawnwy,2012-11-20,87234310308,Boyce,9 Eagle Crest Park,35000,Xuefu,Dubrovačko-neretvanska,Osnovna škola Asteroid,679 Roth Park,4,F,Veterinary,3,Myrtle,Bermingham,2026-02-12,2026-05-05,,Assistant professor,5
647,Gustav,Benardet,2012-08-06,72239237250,Gail,32338 Ruskin Trail,88900,Maisí,Karlovačka,Tehnička škola Oblak,78 Dixon Alley,2,C,Marketing,5,Darell,Vasilchenko,2026-07-09,2025-08-18,,Adjunct professor,5
648,Marsha,Hessing,2010-10-21,90065747352,Aldous,2 Anthes Pass,20000,Phúc Thọ,Istarska,Osnovna škola Zvijezda,97695 Fieldstone Parkway,2,H,Physical Education,2,Nero,Cockayme,2026-02-10,2025-12-17,,Visiting professor,1
649,Any,Douberday,2008-10-13,38089462970,Octavius,518 Mallard Place,99000,Noginsk-9,Međimurska,Osnovna škola Zima,4 Cascade Plaza,1,C,Physics,2,Mart,Smallcombe,2025-08-29,2025-11-02,,Research professor,5
650,Julissa,MacRonald,2010-02-05,79369627717,Nil,58827 Eagan Drive,99000,Tambakrejo,Šibensko-kninska,Srednja škola Mjesečina,775 Randy Center,4,D,Veterinary,3,Ephrem,Keeves,2025-12-25,2026-05-21,,Predavac,3
651,Dolli,Sigars,2008-05-10,30736471454,Frants,9170 Bunting Terrace,99000,Granada,Varaždinska,Osnovna škola Trava,85713 Tennessee Plaza,3,J,Mathematics,1,Wilton,Weymouth,2026-02-03,2026-06-21,,Adjunct professor,4
652,Prissie,Lotwich,2012-10-27,80772694378,Tab,8 Acker Terrace,99000,Chengxiang,Osječko-baranjska,Gimnazija Jesen,1736 Sycamore Drive,2,I,Philosophy,3,Saw,Duffer,2025-09-28,2025-08-05,,Predavac,4
653,Dulce,Monelli,2008-11-11,55218317765,Max,4170 Sunfield Street,66700,Yên Lạc,Vukovarsko-srijemska,Gimnazija Jesen,6 Kedzie Place,3,H,Nursing,5,Egon,Spoole,2025-08-23,2026-04-09,,Asistent,4
654,Lily,Thursby,2010-08-27,56051934506,Toddy,0 Mandrake Terrace,66700,Selnica,Požeško-slavonska,Osnovna škola Planina,8 Gateway Parkway,3,F,Biology,4,Carolan,Mathivat,2025-08-06,2025-09-21,,Assistant professor,5
655,Sela,Gwillym,2011-01-05,40209384365,Archibold,2217 Dakota Court,44500,Tumxuk,Sisačko-moslavačka,Osnovna škola Voda,240 Leroy Plaza,1,J,Environmental Science,4,Flossy,Babon,2026-03-08,2026-01-23,,Assistant professor,5
656,Gayla,Hould,2010-05-17,63369693643,Jae,90 Waubesa Hill,44000,Bandarbeyla,Dubrovačko-neretvanska,Tehnička škola Jupiter,69674 Barnett Hill,3,C,Medicine,1,Stuart,Scotchmoor,2025-12-12,2026-05-06,,Docent,1
657,Allen,Tebbet,2010-12-24,72639461000,Den,9 Fremont Street,12345,Heredia,Splitsko-dalmatinska,Osnovna škola Sunce,802 Lake View Plaza,3,D,Geography,2,Daron,Siddens,2025-08-29,2026-06-07,,Predavac,1
658,Linnell,Kollasch,2010-05-23,84787507606,Hasheem,86950 Raven Crossing,55600,Kuroda,Virovitičko-podravska,Osnovna škola Planina,07716 Londonderry Road,4,B,Computer Science,2,Coretta,Guidini,2025-09-07,2025-10-14,,Docent,2
659,Loreen,Perulli,2009-03-25,13343521492,Johnathan,919 Clove Lane,12345,Vasil’yevskiy Mokh,Koprivničko-križevačka,Umjetnička škola Nebesko tijelo,7583 Nobel Way,1,E,Political Science,1,Gertie,Pond-Jones,2026-03-01,2025-12-16,,Asistent,3
660,Umeko,Latimer,2009-06-27,95579600484,Bear,7 Ridgeview Junction,88900,Wedoro,Virovitičko-podravska,Osnovna škola Trava,73934 Park Meadow Lane,1,A,Economics,3,Pen,Olcot,2026-07-01,2026-01-29,,Profesor emeritus,4
661,Demetrius,Delieu,2012-12-08,12765195774,Matthieu,32549 Starling Point,88900,Phú Vang,Šibensko-kninska,Osnovna škola Sunce,07 Ohio Pass,1,C,Veterinary,4,Elwood,Saffell,2025-09-02,2026-01-09,,Visiting professor,3
662,Nicolea,Morris,2012-07-23,53917382591,Nicol,706 Jay Place,77800,Viana,Koprivničko-križevačka,Osnovna škola Sunčeva svjetlost,9551 2nd Trail,1,A,Physical Education,5,Nye,Cattrell,2025-11-08,2025-12-17,,Predavac,4
663,Glennie,Brackley,2009-03-16,81525114582,Sergent,257 Cambridge Place,11200,Situbondo,Sisačko-moslavačka,Gimnazija Jesen,4396 Meadow Vale Hill,3,G,Veterinary,4,Broddie,Bartolijn,2025-09-10,2026-03-11,,Docent,2
664,Tye,Collings,2010-02-28,38000363398,Vladimir,17921 Sundown Trail,35000,Kuala Lumpur,Zagrebačka,Osnovna škola Trava,542 Canary Court,1,H,Philosophy,4,Antonina,Greenroyd,2025-10-25,2025-12-31,,Profesor emeritus,2
665,Bevvy,Cockroft,2008-07-01,31515329180,Erl,8 Hoard Place,11200,Tân Hòa,Šibensko-kninska,Osnovna škola Ptica,3702 Del Sol Street,2,C,Art,1,Garrick,Kedwell,2025-11-07,2026-03-19,,Asistent,2
666,Ariadne,Adamson,2011-10-01,43473915081,Jimmy,50 Veith Parkway,99000,Zaranj,Pazinska,Srednja škola Zemlja,67 Farragut Drive,3,J,Veterinary,3,Constance,Rumford,2025-10-04,2025-11-10,,Lecturer,2
667,Wainwright,Letchmore,2008-04-16,16613517318,Cosimo,0338 Truax Center,55000,Krzyżanów,Splitsko-dalmatinska,Osnovna škola Šuma,5985 Westport Way,1,I,Law,5,Jillane,Sivell,2025-09-16,2026-01-23,,Lecturer,4
668,Nikki,Louedey,2008-08-11,74763835117,Kimbell,05 Mifflin Street,44500,Musina,Pazinska,Umjetnička škola Nebesko tijelo,6755 High Crossing Terrace,1,A,Business,1,Keefe,Bridgement,2026-03-09,2025-12-30,,Docent,1
669,Fraze,Keppy,2012-11-12,77341964116,Antonius,61841 Glendale Way,99000,Chingas,Bjelovarsko-bilogorska,Osnovna škola Ptica,8248 Oakridge Center,3,F,Criminal Justice,4,Jen,McCathie,2026-03-25,2026-02-15,,Visiting professor,5
670,Timmie,Idale,2011-07-13,77531388528,Kerk,1 Schiller Road,11200,San Isidro,Brodsko-posavska,Umjetnička škola Mars,31655 Veith Road,2,H,Business,2,Hedda,Ashford,2025-10-18,2025-10-15,,Asistent,3
671,Rebecka,Sickert,2010-06-22,44424783577,Jedediah,32171 Mesta Trail,44000,Jisegumen,Požeško-slavonska,Srednja škola Otok,6151 Scoville Place,1,E,Anthropology,2,Ema,Brownjohn,2026-03-02,2025-11-05,,Assistant professor,2
672,Nikolaus,Managh,2009-12-28,43508754417,Norman,98 Dayton Trail,55600,Birštonas,Vukovarsko-srijemska,Srednja škola Mjesec,75935 Springview Lane,3,A,Geography,2,Ernestus,Tamburi,2026-02-05,2026-07-06,,Associate professor,4
673,Angelia,Kiggel,2008-01-28,17241088702,Vernen,9609 Hallows Court,11000,Viangxai,Vukovarsko-srijemska,Osnovna škola Pustinja,643 Lindbergh Street,1,G,Environmental Science,1,Sisely,Hammerson,2026-05-27,2026-06-06,,Visiting professor,5
674,Zak,Rhoades,2011-07-02,77383324918,Udale,67571 Sullivan Place,11200,Linda Vista,Koprivničko-križevačka,Umjetnička škola Oblak,62394 Meadow Ridge Terrace,1,E,Criminal Justice,1,Vittorio,Galliver,2025-08-16,2025-08-13,,Adjunct professor,5
675,Rosa,Simeoni,2012-01-07,25025540693,Allayne,4595 Hayes Junction,55000,Lebedyn,Primorsko-goranska,Srednja škola More,57751 Lien Parkway,2,J,Mathematics,3,Olimpia,Verry,2026-03-02,2025-10-30,,Predavac,3
676,Beatrice,Grigoire,2010-06-30,77450890060,Pauly,954 Dixon Center,99000,Curibaya,Dubrovačko-neretvanska,Gimnazija Zvijezda,90 Katie Road,2,B,Literature,2,Alta,Liddicoat,2026-02-12,2025-09-25,,Adjunct professor,3
677,Claudine,Ingliss,2008-12-04,30626152917,Ab,3684 Charing Cross Way,66700,Tantou,Bjelovarsko-bilogorska,Umjetnička škola Nebesko tijelo,9111 Lerdahl Drive,1,E,Sociology,3,Kerry,Carek,2025-12-11,2025-11-02,,Associate professor,2
678,Nowell,McDonnell,2010-08-25,93916441907,Ezequiel,86976 Hanover Circle,20000,Julcamarca,Požeško-slavonska,Umjetnička škola Mars,982 Evergreen Alley,3,I,Marketing,3,Marion,Beglin,2026-04-17,2025-09-07,,Associate professor,4
679,Emmeline,Bugby,2009-01-10,73091431864,Niles,1 Butternut Junction,44000,Bergamo,Požeško-slavonska,Osnovna škola Sunčeva svjetlost,59 Fordem Drive,3,D,Biology,3,Fitz,Matzeitis,2026-06-24,2026-01-11,,Predavac,2
680,Lorens,Toffanini,2008-08-20,98062787664,Dougie,304 Stang Circle,33400,Boneng,Primorsko-goranska,Osnovna škola Rijeka,3090 Shopko Drive,1,G,Dentistry,5,Iosep,Kears,2025-11-20,2026-03-06,,Asistent,3
681,Nikkie,MacCracken,2012-08-13,44402734215,Trevar,0 Vermont Point,66700,Floriana,Zadarska,Gimnazija Komet,706 Thierer Terrace,4,J,Political Science,5,Elie,Strattan,2025-12-31,2026-04-15,,Research professor,2
682,Marcellina,Tompion,2008-06-30,97573792903,Broderic,8 Melrose Way,11000,Táriba,Splitsko-dalmatinska,Gimnazija Vjetar,36 Mcbride Way,2,F,Music,2,Rivalee,Goaley,2026-04-07,2026-04-27,,Visiting professor,2
683,Elbert,Klemencic,2012-07-23,70628532840,Guglielmo,1184 Mesta Drive,20000,Zengjia,Požeško-slavonska,Osnovna škola Asteroid,01044 Messerschmidt Parkway,2,F,Geography,2,Neel,Robiot,2026-07-24,2025-12-22,,Research professor,1
684,Dalston,Yearron,2011-02-18,11196931914,Evered,475 Summit Pass,11000,Bisée,Sisačko-moslavačka,Tehnička škola Val,76 Nobel Parkway,2,J,Mathematics,4,Riane,Cannam,2026-02-27,2026-03-21,,Visiting professor,3
685,Sharity,Frankowski,2009-06-30,55024165640,Allayne,9201 Dayton Drive,44500,Shuanghe,Požeško-slavonska,Osnovna škola Univerzum,2 Steensland Trail,4,F,Chemistry,1,Cortie,Franca,2026-02-14,2025-09-03,,Docent,1
686,Giovanni,Donnellan,2011-03-06,84709263583,Artemis,527 Clove Point,54321,Jincheng,Koprivničko-križevačka,Tehnička škola Oblak,7 Prairie Rose Point,4,H,English,2,Hugues,Tinn,2026-01-08,2026-02-11,,Predavac,2
687,Inger,Burtt,2009-01-03,66492402004,Osbourne,285 Pepper Wood Terrace,55600,Jaboatão dos Guararapes,Pazinska,Srednja škola Planeta,284 Warner Junction,2,B,Marketing,3,Dorice,Phillps,2025-12-02,2025-08-11,,Visiting professor,3
